id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,label
1857,2,Not Graduate,No,1900000,7500000,2,889,600000,1100000,7100000,2600000,1
1858,3,Not Graduate,No,2600000,8100000,12,425,7300000,1900000,6800000,2200000,0
1859,3,Not Graduate,Yes,4700000,12800000,16,740,2200000,8600000,11700000,6100000,1
1860,3,Not Graduate,Yes,3300000,7500000,20,586,1600000,5600000,10500000,2900000,1
1861,5,Graduate,No,9000000,24200000,4,646,12400000,5500000,18100000,11900000,1
1862,4,Graduate,No,400000,1000000,20,692,500000,400000,1600000,200000,1
1863,2,Graduate,No,400000,1300000,16,507,200000,200000,1500000,300000,0
1864,1,Not Graduate,Yes,9100000,32900000,2,717,2200000,2000000,23600000,5900000,1
1865,4,Not Graduate,Yes,8200000,26900000,20,301,23800000,13600000,31000000,9900000,0
1866,0,Not Graduate,Yes,4700000,10600000,20,512,8400000,4000000,12300000,7000000,0
1867,2,Graduate,No,5100000,16500000,12,845,12100000,9000000,11400000,5700000,1
1868,2,Not Graduate,Yes,5900000,15800000,2,444,14300000,4300000,20300000,5500000,0
1869,2,Not Graduate,No,7500000,29100000,20,815,12400000,9500000,25300000,9100000,1
1870,1,Not Graduate,Yes,3100000,11300000,14,824,3700000,6000000,11000000,4400000,1
1871,4,Not Graduate,No,2400000,7000000,4,539,2300000,0,9600000,2900000,0
1872,2,Graduate,Yes,4900000,13100000,18,754,8200000,3300000,16500000,7200000,1
1873,2,Not Graduate,Yes,2500000,9400000,10,727,6600000,4100000,9500000,3300000,1
1874,5,Not Graduate,No,3200000,9300000,6,656,7000000,3200000,12700000,4200000,1
1875,4,Graduate,No,5600000,12000000,4,719,5600000,2900000,14500000,3400000,1
1876,3,Not Graduate,Yes,5100000,10400000,18,399,8000000,4300000,20100000,4600000,0
1877,1,Not Graduate,No,9600000,26000000,16,368,18500000,16600000,29900000,8400000,0
1878,1,Graduate,No,4700000,11700000,6,308,11800000,1100000,15100000,3700000,0
1879,3,Graduate,No,2800000,8500000,20,431,6200000,1700000,7800000,2200000,0
1880,0,Not Graduate,Yes,3300000,10400000,4,423,7400000,4700000,11600000,3200000,1
1881,4,Not Graduate,No,7200000,17700000,6,338,9900000,9300000,27800000,7200000,0
1882,3,Graduate,No,7700000,25300000,18,662,3400000,11400000,19100000,9900000,1
1883,3,Graduate,No,6800000,21800000,10,556,16400000,9300000,19100000,5400000,1
1884,0,Graduate,Yes,2400000,5900000,10,650,5100000,3700000,5300000,2300000,1
1885,5,Not Graduate,Yes,9400000,23100000,6,762,12400000,10200000,22300000,6600000,1
1886,5,Not Graduate,No,7000000,18300000,4,418,18400000,11700000,21500000,7600000,0
1887,4,Graduate,Yes,2000000,6700000,12,633,100000,800000,4800000,2000000,1
1888,5,Not Graduate,Yes,4100000,9000000,6,581,6600000,1500000,11300000,3400000,1
1889,4,Not Graduate,No,6200000,21900000,12,462,9400000,2000000,16600000,8300000,0
1890,5,Not Graduate,No,2600000,9100000,4,309,6400000,1400000,5900000,3400000,1
1891,0,Graduate,No,8900000,25800000,18,531,12400000,3400000,22900000,5400000,0
1892,5,Not Graduate,No,9200000,28000000,8,527,18700000,7700000,24400000,6400000,0
1893,5,Not Graduate,No,9300000,22000000,4,822,20900000,10000000,24200000,12100000,1
1894,0,Not Graduate,Yes,2300000,6000000,16,756,2900000,2100000,7500000,1200000,1
1895,0,Graduate,No,1800000,5700000,18,306,500000,700000,5600000,1700000,0
1896,3,Graduate,Yes,6600000,16000000,10,510,1200000,4800000,13300000,6300000,0
1897,3,Graduate,No,9800000,28300000,2,715,19500000,9600000,28800000,9200000,1
1898,4,Graduate,Yes,4900000,10200000,18,370,10900000,2200000,13700000,6600000,0
1899,1,Not Graduate,Yes,8100000,26900000,6,522,23000000,2100000,18700000,4200000,0
1900,2,Graduate,No,7800000,22200000,10,735,9700000,4600000,23000000,6900000,1
1901,0,Graduate,No,600000,1800000,18,796,1000000,700000,1200000,500000,1
1902,4,Graduate,Yes,6800000,22100000,4,446,3700000,4600000,18900000,9200000,1
1903,1,Graduate,Yes,2100000,7300000,16,826,1600000,3500000,7700000,1400000,1
1904,4,Not Graduate,Yes,9200000,29100000,10,731,14500000,8300000,35800000,5000000,1
1905,4,Not Graduate,No,2700000,6100000,16,677,100000,3300000,6500000,3800000,1
1906,3,Graduate,No,9200000,36400000,18,669,3100000,12700000,30900000,12300000,1
1907,0,Graduate,No,9700000,27500000,18,343,13400000,16500000,20000000,8200000,0
1908,4,Graduate,Yes,5100000,15700000,6,867,11200000,8300000,19200000,3600000,1
1909,3,Not Graduate,Yes,1000000,3700000,8,725,3000000,1300000,4000000,1300000,1
1910,4,Graduate,Yes,700000,2700000,16,583,1100000,1200000,1400000,300000,1
1911,2,Graduate,No,8000000,31900000,16,806,19900000,1800000,23200000,5400000,1
1912,2,Not Graduate,Yes,7100000,19700000,20,890,13900000,3900000,22200000,4000000,1
1913,1,Not Graduate,Yes,2600000,6600000,20,765,2100000,200000,5200000,1300000,1
1914,4,Graduate,Yes,300000,500000,2,353,600000,100000,1200000,400000,0
1915,0,Graduate,Yes,7100000,20100000,16,756,8000000,5000000,17600000,5400000,1
1916,3,Not Graduate,No,9000000,26700000,14,638,5300000,0,31300000,5200000,1
1917,1,Not Graduate,Yes,3500000,10500000,20,454,8300000,4000000,7600000,2100000,0
1918,1,Not Graduate,No,4900000,14800000,12,895,8600000,8200000,18300000,5200000,1
1919,1,Graduate,Yes,6200000,19700000,18,820,11200000,3400000,15600000,4700000,1
1920,4,Graduate,Yes,7900000,25900000,14,373,10900000,14300000,27700000,7600000,0
1921,4,Graduate,Yes,8600000,27900000,8,458,22400000,1800000,34000000,11700000,0
1922,4,Not Graduate,No,8600000,25100000,6,820,14400000,5000000,26000000,8300000,1
1923,5,Not Graduate,Yes,8900000,24800000,18,842,16200000,5000000,20000000,8100000,1
1924,5,Graduate,Yes,4500000,11600000,20,306,4800000,1900000,11900000,5700000,0
1925,0,Not Graduate,No,5000000,10700000,16,726,1600000,1100000,15700000,4800000,1
1926,4,Not Graduate,No,4200000,9400000,4,726,10000000,8100000,16100000,5500000,1
1927,2,Not Graduate,Yes,2300000,9000000,6,583,3600000,1300000,6900000,3400000,1
1928,3,Not Graduate,No,6400000,23000000,8,520,12100000,11400000,16000000,3800000,0
1929,0,Graduate,No,1900000,6800000,4,782,100000,3400000,4900000,2400000,1
1930,0,Not Graduate,No,1900000,6900000,4,749,2100000,3700000,4300000,2200000,1
1931,2,Graduate,No,6400000,16900000,16,472,11100000,6000000,16300000,4500000,0
1932,3,Graduate,No,6200000,16700000,10,880,15800000,8200000,20100000,9100000,1
1933,2,Not Graduate,Yes,5800000,22500000,6,888,11900000,2600000,17100000,4800000,1
1934,1,Not Graduate,Yes,300000,1000000,10,431,400000,500000,900000,100000,0
1935,5,Not Graduate,No,9500000,30700000,10,823,16300000,3700000,30300000,13100000,1
1936,4,Not Graduate,Yes,1200000,2800000,6,366,3300000,300000,4200000,1400000,0
1937,2,Not Graduate,Yes,2500000,7200000,16,454,4200000,1000000,7100000,2100000,0
1938,2,Graduate,Yes,4100000,13500000,4,846,8900000,7800000,11400000,2400000,1
1939,2,Not Graduate,Yes,5700000,18100000,20,491,6800000,100000,17700000,3900000,0
1940,5,Graduate,No,9200000,18600000,20,497,1000000,300000,24200000,10700000,0
1941,4,Not Graduate,No,1600000,6200000,18,554,3200000,800000,5500000,1100000,1
1942,2,Graduate,No,5200000,17200000,12,565,3500000,1300000,20000000,6300000,1
1943,0,Not Graduate,Yes,2600000,6000000,8,382,1700000,2200000,8200000,1600000,0
1944,2,Not Graduate,No,6900000,23900000,12,814,13000000,1900000,26600000,6000000,1
1945,0,Graduate,No,8400000,19800000,16,674,500000,12200000,27400000,10700000,1
1946,1,Graduate,No,1000000,3600000,4,570,1000000,1300000,3700000,1000000,1
1947,3,Not Graduate,No,6300000,23800000,10,760,12700000,1300000,18400000,8800000,1
1948,3,Not Graduate,Yes,3100000,11400000,16,562,3600000,3600000,7200000,3100000,1
1949,0,Not Graduate,Yes,4600000,15100000,2,417,5600000,3900000,11800000,6600000,1
1950,4,Graduate,No,1600000,4500000,12,633,700000,1700000,4100000,1900000,1
1951,5,Graduate,No,4200000,12500000,18,723,1200000,300000,12900000,6100000,1
1952,5,Not Graduate,Yes,5800000,12400000,6,847,5100000,9000000,14100000,7600000,1
1953,2,Graduate,No,500000,1700000,10,324,300000,300000,1800000,700000,0
1954,3,Not Graduate,Yes,2500000,9800000,16,424,4700000,3200000,5800000,1300000,0
1955,0,Graduate,Yes,1300000,4700000,16,530,3200000,1000000,3800000,800000,0
1956,1,Not Graduate,Yes,8000000,20700000,6,570,1000000,11700000,23200000,11300000,1
1957,1,Not Graduate,Yes,300000,900000,20,419,800000,0,600000,300000,0
1958,4,Not Graduate,No,1100000,3300000,18,417,1400000,1000000,4200000,700000,0
1959,1,Graduate,No,9800000,26900000,18,792,15900000,14100000,25200000,11900000,1
1960,5,Not Graduate,Yes,9200000,23600000,12,656,1400000,11200000,36400000,4900000,1
1961,2,Graduate,No,3200000,12500000,10,457,6100000,2000000,8200000,4300000,0
1962,2,Not Graduate,Yes,6100000,12300000,18,697,14100000,9100000,12600000,3500000,1
1963,5,Not Graduate,Yes,5400000,16700000,2,354,1100000,4500000,19300000,5200000,1
1964,0,Graduate,Yes,2000000,6700000,8,461,4900000,2200000,7200000,2600000,0
1965,1,Graduate,No,2900000,9600000,4,658,8200000,4300000,7000000,2700000,1
1966,1,Not Graduate,Yes,1300000,4500000,14,679,2700000,2100000,3700000,1600000,1
1967,1,Not Graduate,No,8800000,30200000,18,897,17100000,7900000,28700000,11100000,1
1968,2,Not Graduate,Yes,1900000,4600000,16,631,3200000,2700000,4500000,2700000,1
1969,3,Graduate,Yes,8300000,27700000,4,596,20500000,15400000,21400000,7400000,1
1970,0,Not Graduate,No,2100000,5900000,14,402,4400000,0,4800000,1000000,0
1971,3,Graduate,Yes,500000,1700000,4,640,400000,700000,1300000,200000,1
1972,4,Graduate,Yes,700000,2600000,18,478,600000,600000,2100000,300000,0
1973,1,Graduate,No,2200000,8700000,12,613,500000,1800000,5700000,2400000,1
1974,2,Graduate,No,2700000,10300000,10,736,1000000,0,6200000,3300000,1
1975,0,Not Graduate,No,8900000,19100000,2,725,8300000,15000000,19000000,8800000,1
1976,0,Not Graduate,No,800000,2900000,2,439,100000,900000,2700000,1200000,1
1977,2,Not Graduate,No,5700000,20400000,2,630,3000000,3100000,22600000,2900000,1
1978,4,Graduate,Yes,3400000,11800000,20,616,5000000,3300000,9900000,2900000,1
1979,0,Not Graduate,Yes,7300000,25700000,10,666,14000000,3100000,29000000,6000000,1
1980,0,Graduate,No,6200000,20100000,20,345,9300000,5900000,17400000,4100000,0
1981,3,Not Graduate,No,2400000,8100000,6,630,5100000,2900000,9100000,2300000,1
1982,0,Not Graduate,Yes,6800000,15300000,14,699,19900000,2600000,13900000,8300000,1
1983,0,Graduate,No,4100000,14400000,4,844,2700000,6000000,9900000,4200000,1
1984,3,Graduate,No,5000000,17600000,8,303,6300000,9600000,12800000,6900000,0
1985,2,Graduate,No,3200000,10400000,10,556,8200000,5600000,11500000,4500000,1
1986,0,Not Graduate,Yes,9300000,22200000,14,701,600000,10100000,35900000,5700000,1
1987,0,Graduate,Yes,8100000,17600000,16,384,15200000,13300000,31700000,10200000,0
1988,0,Graduate,No,2600000,5100000,14,678,500000,1200000,6000000,3100000,1
1989,3,Not Graduate,Yes,3200000,7200000,6,728,4800000,2000000,8000000,4600000,1
1990,1,Graduate,Yes,8400000,26200000,14,643,19400000,11500000,17900000,6900000,1
1991,5,Graduate,Yes,4400000,11800000,20,634,5900000,7300000,15200000,4300000,1
1992,2,Graduate,No,7700000,15400000,18,524,12900000,5100000,21000000,6600000,0
1993,5,Not Graduate,Yes,6900000,15700000,14,887,13800000,5300000,25200000,4500000,1
1994,1,Not Graduate,No,9800000,21300000,2,356,23000000,12300000,25700000,14600000,0
1995,5,Not Graduate,Yes,4400000,8900000,4,761,8100000,1000000,14200000,3000000,1
1996,1,Not Graduate,No,9900000,20700000,20,821,12700000,8200000,38100000,11100000,1
1997,0,Graduate,Yes,5200000,15700000,6,692,3800000,7000000,12800000,5500000,1
1998,0,Not Graduate,No,7600000,26500000,6,515,6200000,14900000,22000000,4000000,0
1999,3,Not Graduate,No,9700000,20600000,16,524,24200000,11100000,27400000,6100000,0
2000,4,Not Graduate,Yes,9800000,21200000,20,355,22000000,8900000,31800000,14400000,0
2001,3,Graduate,No,300000,700000,20,735,900000,200000,900000,400000,1
2002,2,Graduate,No,3000000,6500000,4,476,7900000,300000,9400000,1500000,0
2003,0,Not Graduate,No,5000000,16300000,12,737,2600000,3400000,11800000,4400000,1
2004,3,Graduate,No,9400000,21900000,16,685,8100000,5600000,34500000,5000000,1
2005,2,Not Graduate,Yes,4300000,12900000,20,618,11400000,3600000,11400000,2400000,1
2006,4,Graduate,No,2500000,9900000,16,356,5500000,2600000,6100000,2300000,0
2007,3,Graduate,No,8700000,30500000,2,443,11800000,1800000,24600000,8100000,1
2008,2,Not Graduate,No,5400000,13800000,20,574,900000,9200000,10900000,3700000,1
2009,5,Graduate,Yes,3700000,10000000,20,709,8000000,800000,12000000,2200000,1
2010,2,Not Graduate,No,7600000,19300000,12,463,5400000,1500000,16000000,9600000,0
2011,3,Not Graduate,No,3400000,13500000,10,348,7900000,3700000,8200000,4700000,0
2012,5,Not Graduate,No,3700000,11700000,4,413,8400000,5500000,12000000,2700000,1
2013,1,Not Graduate,Yes,500000,1400000,10,883,900000,0,1700000,300000,1
2014,5,Not Graduate,No,6500000,13800000,10,342,15300000,2300000,14400000,7300000,0
2015,4,Not Graduate,No,6000000,14900000,2,321,6900000,7700000,18000000,6500000,0
2016,5,Not Graduate,Yes,5400000,18800000,20,326,9700000,10100000,14800000,3200000,0
2017,1,Graduate,No,8200000,25600000,4,686,2000000,5900000,17300000,4400000,1
2018,0,Not Graduate,No,700000,1400000,14,639,1900000,700000,2400000,900000,1
2019,3,Graduate,No,6200000,14900000,14,567,1200000,9100000,20800000,8800000,1
2020,5,Graduate,Yes,7100000,20800000,6,442,2900000,7100000,28200000,7100000,0
2021,1,Not Graduate,Yes,2200000,5400000,16,641,5900000,0,4800000,1200000,1
2022,2,Graduate,Yes,4000000,13000000,10,552,3700000,1600000,15600000,3400000,1
2023,3,Graduate,No,7200000,27900000,12,473,21100000,8800000,27800000,8700000,0
2024,4,Not Graduate,No,4700000,10300000,12,710,7500000,7700000,16900000,6600000,1
2025,0,Not Graduate,No,8500000,17200000,12,624,6500000,8400000,18600000,5100000,1
2026,1,Not Graduate,Yes,5000000,16800000,6,711,6300000,7600000,16000000,3200000,1
2027,4,Graduate,No,6300000,17600000,6,612,16000000,3300000,23500000,3200000,1
2028,5,Graduate,No,1100000,2800000,14,473,100000,500000,4200000,700000,0
2029,3,Graduate,No,3900000,14900000,4,728,4700000,4000000,14900000,5500000,1
2030,5,Not Graduate,No,7900000,29900000,6,568,5800000,13900000,15900000,8700000,1
2031,2,Not Graduate,Yes,2500000,6900000,12,325,5800000,1600000,6400000,3600000,0
2032,0,Not Graduate,Yes,300000,800000,4,603,800000,200000,600000,200000,1
2033,3,Not Graduate,Yes,6000000,12500000,18,851,14600000,5000000,16800000,5000000,1
2034,4,Graduate,No,5100000,12300000,20,410,9200000,9200000,18700000,5600000,0
2035,2,Graduate,No,4500000,16600000,20,704,6400000,4200000,16900000,2400000,1
2036,5,Not Graduate,Yes,3200000,11800000,16,565,8100000,2700000,9200000,1800000,1
2037,0,Graduate,Yes,500000,1300000,4,825,600000,0,1800000,200000,1
2038,3,Graduate,Yes,3400000,8500000,6,584,4200000,4700000,6800000,3700000,1
2039,3,Not Graduate,No,6900000,26000000,14,828,14800000,4200000,18500000,3600000,1
2040,4,Not Graduate,Yes,5500000,20000000,14,593,15100000,2700000,19900000,4900000,1
2041,4,Not Graduate,No,7200000,18900000,16,371,6600000,14100000,18900000,4900000,0
2042,2,Graduate,Yes,300000,800000,10,752,600000,300000,1000000,400000,1
2043,1,Graduate,No,9200000,29700000,10,607,17800000,11800000,35700000,12000000,1
2044,4,Graduate,Yes,4100000,10400000,12,727,11900000,5900000,16400000,4400000,1
2045,5,Not Graduate,Yes,7400000,24000000,16,854,4300000,6700000,20600000,8700000,1
2046,2,Not Graduate,Yes,3000000,7800000,14,555,6600000,2700000,9600000,1700000,1
2047,5,Not Graduate,Yes,500000,1800000,20,615,500000,700000,1100000,300000,1
2048,4,Graduate,Yes,3100000,11500000,14,785,3200000,3100000,9100000,4200000,1
2049,4,Not Graduate,Yes,9200000,25500000,10,900,9400000,10500000,27400000,12800000,1
2050,1,Graduate,Yes,7500000,25000000,18,628,3500000,2200000,21700000,4700000,1
2051,0,Not Graduate,No,1800000,6600000,10,737,5000000,2000000,6000000,1500000,1
2052,2,Not Graduate,No,3700000,10900000,12,788,1700000,700000,12200000,2600000,1
2053,2,Graduate,Yes,5500000,12400000,14,842,-100000,6800000,15800000,5800000,1
2054,0,Not Graduate,Yes,1000000,4000000,10,620,2400000,1300000,3700000,1100000,1
2055,4,Not Graduate,No,1900000,3800000,20,785,1000000,600000,6100000,1500000,1
2056,2,Graduate,No,8100000,20800000,18,778,4100000,15500000,16700000,10600000,1
2057,1,Graduate,Yes,1900000,4200000,4,620,4700000,2800000,7500000,900000,1
2058,0,Not Graduate,Yes,9600000,22900000,8,515,4300000,14700000,33300000,7800000,0
2059,1,Graduate,Yes,9900000,39500000,12,808,11800000,3700000,30200000,13500000,1
2060,2,Graduate,No,8200000,27200000,10,425,11400000,4900000,29300000,4500000,0
2061,1,Graduate,No,300000,1200000,18,747,100000,0,700000,200000,0
2062,3,Not Graduate,No,700000,2500000,14,819,1600000,1000000,2100000,900000,1
2063,5,Not Graduate,No,2700000,8200000,2,848,7000000,1000000,6200000,1500000,1
2064,3,Not Graduate,Yes,8800000,34600000,8,386,14800000,16500000,18400000,6000000,0
2065,1,Not Graduate,No,7800000,24900000,6,500,15300000,10000000,16500000,4500000,0
2066,4,Graduate,Yes,7600000,16200000,20,657,1900000,9300000,28500000,5500000,1
2067,5,Not Graduate,Yes,5600000,20500000,8,873,5500000,9500000,19400000,7800000,1
2068,2,Graduate,Yes,800000,3200000,10,584,0,200000,2100000,700000,0
2069,5,Not Graduate,No,9300000,28300000,12,741,7600000,12900000,32400000,5200000,1
2070,2,Not Graduate,No,6900000,18700000,10,699,12800000,5700000,21200000,5200000,1
2071,3,Not Graduate,No,3100000,9800000,12,820,6400000,5200000,10900000,4400000,1
2072,3,Not Graduate,No,2400000,9300000,2,682,3100000,4400000,5200000,1500000,1
2073,3,Not Graduate,No,6400000,14400000,10,546,10600000,10000000,21200000,5100000,0
2074,2,Not Graduate,No,5300000,13100000,14,417,4900000,6200000,18200000,6800000,0
2075,0,Not Graduate,Yes,3800000,14900000,6,899,7800000,600000,12400000,2800000,1
2076,5,Graduate,Yes,9000000,20400000,6,451,5200000,11400000,28200000,9000000,0
2077,2,Not Graduate,No,200000,300000,20,519,0,0,400000,300000,0
2078,1,Not Graduate,No,2400000,5600000,16,379,3700000,600000,7200000,3400000,0
2079,3,Not Graduate,Yes,300000,600000,10,515,300000,200000,1000000,200000,0
2080,5,Not Graduate,Yes,9200000,36300000,2,655,3000000,1200000,32200000,8700000,1
2081,4,Graduate,No,9000000,34700000,4,771,4800000,9500000,34100000,7700000,1
2082,0,Not Graduate,No,4100000,10800000,16,399,5900000,7600000,12700000,5300000,0
2083,0,Not Graduate,No,6900000,19500000,20,686,2300000,8700000,16400000,6200000,1
2084,2,Not Graduate,No,4400000,16500000,16,879,7800000,7500000,10300000,5400000,1
2085,5,Not Graduate,No,4000000,14100000,18,653,5800000,4100000,9400000,5400000,1
2086,5,Not Graduate,Yes,8800000,26600000,16,545,19100000,16600000,30400000,7600000,0
2087,2,Graduate,No,4600000,15600000,2,764,7700000,1500000,16000000,5800000,1
2088,0,Not Graduate,No,4600000,14400000,14,642,10100000,8700000,11100000,4800000,1
2089,4,Graduate,No,4400000,14600000,4,499,1300000,6500000,16100000,5700000,1
2090,5,Not Graduate,Yes,9700000,27600000,10,788,9400000,3100000,31800000,10600000,1
2091,0,Graduate,Yes,3300000,9700000,14,356,9800000,4800000,9400000,1900000,0
2092,5,Graduate,No,4400000,15300000,4,401,200000,5400000,17500000,2400000,1
2093,4,Not Graduate,Yes,8600000,26800000,12,802,7400000,2800000,32100000,11700000,1
2094,5,Not Graduate,Yes,7700000,25800000,18,578,5000000,7700000,27200000,10600000,1
2095,3,Graduate,Yes,9100000,30100000,14,564,26600000,7300000,22700000,8200000,1
2096,1,Graduate,Yes,6000000,13400000,12,731,1300000,4300000,21300000,6900000,1
2097,5,Not Graduate,Yes,9200000,34200000,4,565,500000,13900000,23600000,12300000,1
